A1,B8196,C3566
A8803,B6226,C2765
A8804,B7136,C7018
A8805,B2578,C463
A8805,B5233,C6551
A8808,B4738,C3921
A8809,B3763,C5555
A8809,B5176,C1021
A881,B3750,C1641
A881,B7695,C671
A8810,B8303,C8469
A8812,B7329,C571
A8812,B9779,C1690
A8813,B2725,C3313
A8813,B7407,C200
A8814,B4991,C8674
A8814,B82,C4026
A8815,B4393,C8423
A8816,B1929,C6370
A8816,B2619,C9372
A8816,B3573,C7111
A8817,B2283,C5628
A8818,B1177,C1160
A8818,B3143,C1953
A8819,B3402,C6326
A8819,B4787,C1614
A8819,B5232,C2363
A882,B8468,C7353
A8820,B7249,C988
A8821,B4982,C789
A8822,B4500,C2549
A8824,B5640,C3429
A8824,B6162,C4737
A8826,B296,C850
A8826,B6876,C3667
A8827,B4871,C4772
A8827,B5763,C9463
A8828,B1786,C7522
A8828,B2438,C9463
A8828,B5486,C8753
A883,B1869,C7917
A883,B4842,C4600
A8830,B1717,C3760
A8832,B1615,C5589
A8832,B3469,C9938
A8832,B9406,C7836
A8833,B5539,C5707
A8833,B9584,C8321
A8834,B7416,C164
A8836,B4750,C1226
A8836,B5154,C5262
A8837,B2885,C9126
A8837,B525,C3765
A8837,B7420,C9137
A8839,B3388,C1507
A8839,B9706,C1146
A8840,B1473,C5342
A8840,B8276,C9744
A8843,B3389,C520
A8844,B4478,C6847
A8845,B2161,C5095
A8845,B9571,C3180
A8846,B3625,C4774
A8848,B1378,C2084
A8848,B1951,C5008
A8848,B7199,C4764
A8849,B6085,C9126
A8849,B9030,C2800
A885,B5623,C3269
A8851,B5341,C95
A8851,B6352,C7294
A8851,B7536,C8504
A8851,B9205,C970
A8852,B7945,C6418
A8853,B5177,C5175
A8854,B2527,C3416
A8854,B4603,C4756
A8855,B5449,C7920
A8855,B6880,C1221
A8855,B7868,C9004
A8856,B5866,C8338
A8856,B6779,C9079
A8858,B6794,C3315
A8858,B7108,C8152
A8861,B3006,C8503
A8863,B8308,C63
A8865,B9660,C1625
A8866,B5249,C7415
A8867,B5160,C7428
A8868,B3388,C7487
A8868,B5177,C7879
A8869,B6686,C7688
A887,B8039,C4273
A887,B8059,C8480
A8870,B8209,C1643
A8871,B8074,C4947
A8871,B882,C355
A8873,B4004,C4858
A8874,B9061,C8894
A8875,B4891,C7654
A8877,B1393,C8549
A8877,B4561,C5851
A8878,B1308,C7197
A8878,B8386,C2383
A8879,B3378,C8178
A888,B6195,C1141
A8880,B699,C9345
A8880,B8467,C7053
A8884,B1399,C6817
A8884,B5259,C6502
A8884,B568,C5651
A8885,B7193,C6736
A8885,B7844,C2816
A8887,B1566,C8345
A8887,B7644,C7218
A8888,B3582,C2047
A8888,B5745,C3663
A889,B9861,C5957
A8891,B9647,C7596
A8892,B1327,C4390
A8894,B4961,C8056
A8896,B7454,C6460
A8898,B7065,C7118
A8898,B9863,C6288
A8899,B2955,C231
A8899,B6714,C2015
A8899,B8398,C2273
A89,B336,C7160
A89,B3674,C9317
A89,B8348,C8839
A890,B6354,C3603
A8900,B6138,C8726
A8902,B6838,C42
A8902,B8200,C3652
A8902,B8854,C2534
A8903,B6863,C9922
A8904,B3327,C2676
A8904,B6154,C732
A8906,B7558,C8599
A891,B4083,C5795
A891,B9387,C5514
A8914,B3912,C9657
A8915,B3439,C6165
A8916,B5665,C6137
A8917,B6213,C4431
A8918,B3916,C414
A8919,B2362,C4817
A8921,B1966,C5573
A8924,B3335,C7258
A8925,B664,C7559
A8926,B2536,C1602
A8926,B3175,C5795
A8927,B9681,C8640
A8929,B5428,C9275
A8929,B9018,C4092
A8930,B6867,C532
A8931,B3096,C2179
A8932,B7902,C5620
A8934,B5829,C5446
A8935,B3739,C9876
A8938,B3100,C338
A8941,B5841,C8217
A8942,B4091,C9056
A8943,B7183,C5715
A8944,B6881,C7225
A8945,B2457,C6791
A8945,B8939,C593
A8946,B439,C3501
A8947,B3109,C2640
A8948,B8465,C3831
A8949,B3134,C9866
A8951,B230,C336
A8951,B2871,C1252
A8951,B4911,C7355
A8951,B9496,C2559
A8952,B7806,C5592
A8954,B481,C4796
A8954,B5272,C7582
A8955,B1884,C5424
A8955,B3411,C1697
A8956,B2054,C1374
A8956,B8479,C6000
A8957,B1553,C6055
A8958,B5253,C8952
A8959,B1061,C7117
A8959,B1241,C4801
A8959,B714,C7539
A8960,B1141,C7756
A8960,B3204,C6187
A8961,B32,C4554
A8961,B4868,C1661
A8962,B1006,C6827
A8962,B5836,C7731
A8962,B7971,C4052
A8962,B9820,C5815
A8963,B1673,C9052
A8964,B3821,C4989
A8966,B9670,C5936
A8969,B6058,C5159
A897,B2004,C2960
A8970,B6595,C21
A8970,B7561,C7297
A8971,B1266,C1156
A8971,B2852,C4332
A8973,B1281,C3786
A8973,B9053,C2814
A8975,B2311,C9881
A8977,B1520,C826
A8978,B6158,C4059
A8978,B8008,C8131
A8978,B8106,C4378
A8979,B2060,C967
A8979,B394,C5835
A8980,B5130,C6074
A8984,B9623,C8328
A8985,B3691,C199
A8985,B819,C1798
A8985,B96,C4714
A8988,B2210,C8186
A8988,B5976,C7586
A8988,B6427,C900
A8990,B3894,C2026
A8992,B8018,C9218
A8993,B4335,C1446
A8995,B2985,C3564
A8997,B1366,C1528
A8999,B9747,C4980
A90,B9840,C1200
A9003,B3389,C9604
A9004,B5818,C8950
A9005,B6649,C8805
A9005,B9869,C2149
A9006,B9191,C260
A9008,B5262,C208
A9009,B8940,C3496
A901,B2722,C6940
A901,B9030,C3109
A9011,B1231,C8861
A9011,B2896,C2655
A9011,B2937,C5322
A9012,B2324,C455
A9013,B6186,C3583
A9014,B1967,C4103
A9015,B8200,C9302
A9015,B9842,C422
A9017,B1256,C8965
A902,B8760,C6600
A9022,B1862,C4901
A9022,B896,C1748
A9024,B4705,C3616
A9026,B1828,C108
A9026,B2825,C8907
A9028,B9665,C671
A903,B9579,C4553
A9030,B40,C5219
A9031,B4646,C4989
A9031,B8592,C4884
A9033,B5249,C4293
A9033,B8429,C2140
A9034,B6404,C1567
A9035,B2777,C2755
A9035,B482,C419
A9037,B1202,C7001
A9037,B3423,C2998
A9037,B3447,C4990
A9037,B4891,C259
A9038,B9491,C3818
A9039,B2734,C2427
A9039,B7931,C1337
A9039,B9175,C6210
A904,B1441,C6309
A9040,B1638,C8896
A9041,B2986,C488
A9041,B9047,C1770
A9041,B9145,C1977
A9042,B8922,C2178
A9043,B1456,C153
A9043,B2141,C663
A9043,B5428,C4960
A9044,B6487,C662
A9046,B1656,C5723
A9046,B2518,C4249
A9047,B6734,C5131
A9048,B486,C3239
A905,B7495,C6399
A9050,B1319,C5146
A9050,B6835,C8585
A9053,B5996,C6876
A9054,B3264,C1916
A9058,B3972,C1186
A9059,B3501,C8061
A9060,B6554,C7995
A9060,B9118,C4188
A9065,B6167,C1965
A9065,B9582,C7952
A907,B6401,C4003
A9070,B248,C383
A9070,B70,C9233
A9070,B7814,C6563
A9071,B1738,C3814
A9071,B4007,C9487
A9071,B5865,C3408
A9071,B6125,C9687
A9073,B1106,C9563
A9073,B3328,C198
A9073,B773,C7510
A9075,B1110,C1567
A9075,B1789,C4364
A9075,B3712,C7995
A9076,B7921,C2775
A9077,B2944,C5061
A9079,B1306,C4872
A9079,B1865,C5381
A908,B1993,C6424
A9080,B8537,C3695
A9081,B6189,C1418
A9082,B1694,C8018
A9083,B4040,C2749
A9083,B8641,C7563
A9085,B3489,C3767
A9085,B6927,C191
A9087,B5926,C7862
A9088,B8593,C9031
A9089,B3873,C5050
A9089,B5341,C6889
A9089,B6755,C5386
A9089,B9049,C236
A909,B5789,C7424
A9091,B3172,C6837
A9091,B7104,C6649
A9092,B9649,C9525
A9095,B8028,C7744
A9095,B9404,C2941
A9095,B9525,C7783
A9096,B8225,C5659
A9096,B8974,C756
A9097,B3297,C3909
A9097,B4828,C3434
A9097,B4995,C114
A9097,B6042,C4361
A9099,B8503,C8231
A910,B7999,C2275
A9100,B6951,C8186
A9100,B7672,C9989
A9100,B8496,C3991
A9101,B1738,C9816
A9103,B2117,C9501
A9103,B2586,C9739
A9103,B6941,C3262
A9107,B2812,C8803
A9107,B7287,C7000
A911,B2415,C6314
A911,B5114,C6548
A911,B7282,C2702
A9113,B9376,C9921
A9115,B3327,C7117
A9117,B9446,C5024
A9118,B9547,C1159
A9119,B7077,C7335
A9120,B6819,C6250
A9122,B7282,C7387
A9125,B8154,C6256
A9126,B3687,C9531
A9126,B6632,C9684
A9128,B6599,C9084
A913,B2691,C4065
A913,B7882,C154
A9130,B7618,C9836
A9132,B9748,C2008
A9136,B7918,C724
A9137,B4253,C8855
A9137,B8904,C8493
A914,B587,C4296
A914,B64,C8912
A914,B8669,C2787
A9140,B3222,C9746
A9140,B3433,C5887
A9140,B8458,C2027
A9141,B1901,C4637
A9141,B5571,C7200
A9142,B4637,C428
A9142,B8985,C8039
A9144,B274,C836
A9145,B8466,C5805
A9147,B328,C1030
A9149,B1928,C7229
A9149,B4929,C4511
A9149,B5426,C1664
A9149,B70,C2399
A9152,B2721,C7559
A9153,B9768,C5603
A9154,B6299,C4452
A9154,B9799,C5759
A9155,B6676,C3116
A9157,B1722,C7469
A9158,B672,C6910
A916,B9999,C6921
A9161,B4185,C3996
A9161,B7742,C2820
A9162,B1241,C6964
A9162,B4849,C7500
A9163,B1288,C3526
A9163,B523,C8814
A9163,B6363,C1498
A9164,B7886,C2974
A9165,B7638,C5328
A9166,B4053,C8820
A9166,B4880,C4667
A9166,B6643,C8498
A9167,B1376,C3813
A9168,B5582,C2121
A9169,B201,C386
A917,B7469,C6213
A917,B825,C5563
A9170,B6794,C8845
A9171,B8570,C5859
A9173,B25,C5106
A9174,B657,C5181
A9175,B3429,C7202
A9175,B7033,C8767
A9175,B8830,C3613
A9176,B2047,C327
A9177,B3483,C4623
A9179,B8695,C3601
A918,B1568,C4486
A9180,B2897,C7506
A9181,B9167,C7156
A9184,B3077,C8372
A9184,B4167,C8450
A9184,B9107,C2406
A9186,B2570,C8989
A9188,B125,C1069
A9188,B8601,C5513
A919,B2258,C8679
A919,B3417,C3351
A919,B8999,C6739
A9190,B6797,C9258
A9191,B4884,C1228
A9194,B349,C3566
A9196,B139,C9115
A9198,B5867,C1886
A9198,B9147,C8801
A9199,B6348,C8747
A9199,B7780,C8622
A92,B5147,C9723
A92,B7615,C2081
A92,B8728,C4518
A920,B3900,C5632
A920,B781,C9072
A920,B8685,C5083
A9200,B419,C1876
A9200,B6656,C9381
A9201,B1169,C7684
A9202,B1997,C587
A9202,B2661,C8135
A9204,B5689,C5971
A9205,B1946,C2989
A9206,B2297,C2511
A9206,B4326,C1555
A9207,B594,C1940
A9208,B2939,C7338
A9210,B8160,C4240
A9213,B4064,C1191
A9213,B9932,C6492
A9214,B7482,C3970
A9214,B9499,C1571
A9216,B2663,C8479
A9216,B9039,C4685
A9217,B4561,C6465
A9218,B805,C3452
A9220,B3577,C7112
A9221,B9821,C4702
A9222,B7119,C9707
A9223,B7048,C1546
A9224,B6077,C6932
A9225,B2598,C7453
A9225,B5032,C396
A9225,B7202,C1329
A9227,B2104,C6983
A9227,B5827,C1317
A9229,B2156,C6446
A923,B3893,C3545
A923,B7559,C3959
A9230,B1436,C6561
A9231,B335,C3746
A9231,B8718,C9714
A9232,B1209,C5886
A9233,B5915,C4300
A9234,B2578,C7355
A9234,B4429,C1765
A9234,B9599,C295
A9235,B7919,C6894
A9236,B3055,C8410
A9236,B6624,C7377
A9237,B1685,C7098
A9237,B4878,C7707
A9239,B3386,C8470
A9240,B2788,C5058
A9240,B6339,C2947
A9242,B710,C4446
A9242,B7256,C7666
A9244,B5517,C2693
A9246,B1966,C4278
A9247,B3190,C1159
A9248,B1362,C9339
A9249,B7937,C7318
A925,B4817,C9021
A925,B9327,C5048
A9250,B2534,C9550
A9250,B6444,C3330
A9251,B6733,C6909
A9252,B3884,C5757
A9252,B8053,C3113
A9253,B6216,C8082
A9254,B4399,C7711
A9255,B8111,C2329
A9256,B2643,C2190
A9256,B3027,C623
A926,B6337,C222
A9260,B1720,C3633
A9262,B7398,C5025
A9263,B2018,C9051
A9264,B1842,C4392
A9264,B3491,C1095
A9264,B4121,C9472
A9264,B5599,C5107
A9264,B9605,C4122
A9265,B7537,C928
A9265,B7805,C7372
A9267,B2044,C2353
A9268,B9051,C7873
A927,B4190,C5480
A927,B6788,C5040
A9273,B5685,C1183
A9273,B916,C9042
A9274,B1483,C2530
A9274,B2725,C8782
A9277,B6278,C7068
A928,B1986,C6561
A928,B4265,C7313
A928,B600,C4458
A9280,B4433,C9140
A9282,B5382,C8665
A9283,B6810,C8469
A9284,B8085,C6256
A9286,B2421,C6735
A9287,B4740,C7968
A9289,B7153,C9376
A9289,B9903,C46
A9291,B1801,C1455
A9292,B6477,C3080
A9293,B7087,C8697
A9294,B1341,C1493
A9297,B3146,C6892
A9299,B1337,C3339
A93,B4693,C1520
A93,B5665,C1920
A93,B6759,C4369
A93,B9339,C6517
A930,B5149,C5561
A930,B9274,C1720
A9300,B4886,C2147
A9301,B4215,C3822
A9301,B4679,C730
A9302,B3341,C7256
A9303,B2779,C7290
A9303,B5794,C8558
A9303,B8457,C2544
A9305,B6603,C969
A9310,B4155,C6397
A9311,B107,C1434
A9311,B7912,C3499
A9312,B1255,C5428
A9312,B3166,C8342
A9313,B7491,C2458
A9316,B3531,C6280
A9317,B7348,C8178
A9317,B9680,C6782
A9319,B1421,C6846
A932,B5082,C4132
A9320,B5364,C4333
A9320,B9421,C4911
A9321,B2503,C1284
A9321,B9658,C2055
A9322,B7148,C665
A9323,B1980,C4725
A9323,B4733,C5091
A9323,B5604,C7505
A9323,B6328,C1489
A9324,B5810,C3636
A9327,B481,C7302
A9327,B9133,C9233
A9328,B8288,C5246
A9329,B1330,C1607
A9329,B2461,C7676
A9329,B7965,C5085
A933,B2864,C3278
A933,B3663,C7178
A9334,B9784,C6186
A9336,B198,C1732
A9336,B9856,C8554
A9339,B5275,C4131
A9340,B1433,C8375
A9340,B6477,C8884
A9342,B1319,C3679
A9342,B373,C6178
A9343,B1757,C4449
A9343,B4048,C285
A9343,B8893,C6473
A9344,B2183,C3398
A9344,B407,C454
A9344,B5177,C8291
A9344,B5731,C1324
A9345,B7519,C9985
A9345,B7945,C4689
A9345,B8066,C6196
A9347,B4871,C4370
A9348,B3507,C4807
A9351,B3538,C8837
A9351,B8461,C2174
A9352,B151,C3911
A9352,B472,C9338
A9352,B488,C2064
A9353,B6921,C6847
A9354,B4535,C4432
A9357,B2439,C517
A9357,B9035,C3774
A9359,B3929,C9956
A9360,B2537,C9234
A9360,B8533,C702
A9360,B9291,C1748
A9362,B1153,C9573
A9362,B2761,C6763
A9362,B4340,C5399
A9362,B4384,C4439
A9364,B1506,C1731
A9364,B487,C1100
A9364,B9058,C6011
A9365,B7440,C93
A9368,B4511,C5295
A9369,B1967,C3480
A9369,B3225,C5820
A9369,B4913,C2402
A937,B9416,C1056
A9373,B3602,C5296
A9375,B4149,C3671
A9375,B7259,C92
A9375,B7339,C8638
A9378,B4940,C6767
A938,B3947,C4071
A9380,B4381,C2789
A9381,B6713,C9110
A9381,B6962,C3965
A9382,B219,C7907
A9385,B3984,C6879
A9386,B5999,C4595
A9387,B3389,C1859
A9387,B7434,C4911
A9387,B7796,C193
A9388,B1351,C7093
A9388,B3312,C4230
A9388,B9529,C8546
A9389,B1285,C9757
A939,B2797,C8007
A939,B4920,C1607
A939,B6913,C694
A9390,B5203,C816
A9390,B9020,C60
A9391,B6140,C4506
A9392,B9643,C8985
A9394,B7065,C1824
A9396,B2343,C5809
A9396,B6764,C3568
A9396,B8792,C4888
A9397,B3778,C6578
A9397,B8781,C3840
A940,B4900,C7174
A9402,B3561,C2263
A9402,B6524,C1573
A9403,B9847,C816
A9404,B229,C5543
A9404,B3280,C6142
A9405,B1330,C2073
A9405,B3662,C4042
A9405,B6349,C862
A9405,B8431,C4161
A9407,B25,C345
A9408,B1203,C9295
A9408,B1474,C4339
A9408,B4484,C5430
A9408,B4799,C5405
A9408,B8388,C3709
A9408,B9645,C50
A9409,B3513,C4843
A941,B2249,C1328
A9410,B3765,C3116
A9410,B5700,C2394
A9411,B7877,C7779
A9412,B9316,C1734
A9413,B2324,C1043
A9414,B1631,C9322
A9414,B4341,C567
A9414,B9744,C2296
A9415,B4725,C7238
A9418,B1015,C4321
A9419,B1574,C5240
A9419,B6967,C4469
A942,B172,C4904
A942,B3494,C4513
A942,B3687,C1946
A9420,B1379,C2832
A9421,B5468,C1040
A9421,B6057,C6073
A9422,B9364,C3246
A9423,B3139,C2024
A9423,B3416,C795
A9425,B1099,C1643
A9426,B2135,C1705
A9426,B408,C3842
A9428,B6003,C3178
A9429,B6079,C1928
A943,B950,C3915
A9432,B3540,C628
A9434,B6123,C3039
A9435,B213,C3390
A9435,B3173,C4033
A9436,B4602,C2780
A9439,B7822,C7542
A9441,B1127,C241
A9441,B3944,C7624
A9441,B6229,C3579
A9443,B5762,C4806
A9447,B5063,C7752
A945,B4096,C6705
A9450,B4688,C7931
A9451,B843,C6801
A9454,B8380,C2831
A9455,B4237,C8468
A9456,B9161,C5279
A9458,B5387,C2334
A9458,B7352,C2741
A9459,B8457,C3136
A9461,B7204,C2658
A9462,B2713,C8620
A9462,B7281,C6636
A9463,B5567,C8375
A9463,B728,C5423
A9463,B7380,C4314
A9463,B9205,C8956
A9465,B8446,C1961
A9466,B8535,C826
A9471,B2726,C6329
A9473,B9696,C3363
A9474,B580,C6395
A9475,B8313,C595
A9477,B1982,C7830
A9478,B5605,C3451
A9479,B186,C8991
A948,B5740,C5424
A9480,B9790,C8118
A9481,B3255,C9838
A9483,B2926,C8928
A9483,B5247,C1396
A9483,B8334,C2967
A9484,B6659,C8404
A9486,B1108,C1999
A9486,B2108,C7811
A9486,B6074,C4609
A9488,B2640,C3774
A9488,B4188,C9671
A9488,B5415,C3884
A9488,B6168,C5555
A9489,B7460,C236
A9490,B7567,C6494
A9491,B5655,C7651
A9491,B6157,C9011
A9492,B4475,C166
A9495,B2986,C5275
A9495,B4539,C7498
A9495,B7510,C2164
A9497,B6897,C2168
A9498,B3931,C558
A9498,B9502,C1664
A95,B1126,C8688
A95,B9717,C509
A9501,B7744,C8979
A9501,B9557,C9895
A9506,B1228,C5367
A9506,B3225,C3938
A9506,B3816,C8825
A9506,B5519,C8596
A9509,B6507,C6710
A951,B3100,C5909
A951,B7173,C8825
A9510,B2332,C2101
A9511,B8555,C9881
A9512,B5464,C7545
A9513,B3854,C6597
A9513,B5590,C2066
A9513,B7372,C9820
A9515,B8699,C138
A9517,B2968,C6271
A9517,B517,C3393
A9518,B2211,C6215
A9518,B3727,C3097
A9518,B5973,C1177
A9519,B7395,C3636
A952,B8238,C7675
A9520,B9658,C7363
A9521,B6893,C8697
A9521,B9660,C2025
A9522,B1635,C2572
A9523,B2331,C118
A9523,B5049,C9977
A9525,B2325,C4805
A9527,B4198,C8474
A9528,B4401,C1074
A9529,B5560,C2217
A9529,B6353,C8636
A953,B6664,C4677
A9531,B2004,C5653
A9532,B8605,C7563
A9532,B9867,C1913
A9533,B9820,C4820
A9534,B2930,C3245
A9534,B6295,C6950
A9534,B8817,C2466
A9536,B5059,C9863
A9537,B2256,C249
A9537,B3239,C9113
A9538,B1544,C2489
A9540,B5251,C7607
A9540,B6763,C9765
A9541,B114,C2626
A9541,B6116,C1992
A9543,B353,C9878
A9543,B9776,C8749
A9544,B9317,C8386
A9547,B7910,C1215
A9548,B1632,C2639
A9551,B8450,C3951
A9551,B9829,C3936
A9552,B1434,C4698
A9553,B110,C4593
A9553,B3471,C7500
A9554,B4074,C3835
A9555,B1159,C642
A9555,B2854,C4065
A9557,B511,C4979
A9557,B9413,C3950
A9559,B4752,C9612
A9559,B9023,C8324
A9560,B2379,C4685
A9560,B8561,C2180
A9562,B1903,C6271
A9566,B6755,C6389
A9567,B3392,C2770
A9568,B153,C3923
A957,B1229,C6676
A957,B685,C4106
A957,B9778,C8971
A9573,B3654,C8879
A9573,B6642,C1039
A9573,B9974,C434
A9576,B7208,C7363
A9576,B7699,C3493
A9577,B4929,C4822
A9579,B4297,C1805
A9579,B9232,C5531
A9581,B1505,C4951
A9581,B8332,C7498
A9583,B8270,C9801
A9583,B9126,C4918
A9586,B474,C7081
A9588,B4446,C9747
A9589,B7226,C855
A959,B2401,C418
A959,B7865,C4045
A9594,B4122,C8389
A9597,B6402,C4395
A9599,B3883,C9270
A960,B4649,C4580
A960,B72,C3044
A960,B8346,C5820
A960,B8527,C8966
A9600,B3439,C4332
A9602,B1456,C2059
A9602,B9858,C6818
A9605,B5394,C1654
A9606,B1515,C514
A9607,B2973,C9721
A9607,B8876,C5494
A9610,B9814,C2193
A9611,B6247,C3569
A9614,B8024,C2427
A9615,B1534,C678
A9615,B3693,C6416
A9615,B5483,C6887
A9615,B9304,C4386
A9616,B4567,C4515
A9616,B7724,C4974
A9617,B8548,C7618
A9619,B3708,C4897
A962,B1171,C1714
A962,B8562,C7146
A9621,B1131,C3
A9622,B6250,C4623
A9623,B7290,C630
A9625,B6543,C8963
A9628,B1956,C249
A9628,B7871,C9331
A963,B6736,C7636
A9630,B8932,C242
A9631,B5956,C3561
A9632,B1883,C3640
A9642,B2857,C8120
A9642,B660,C4207
A9642,B833,C2964
A9644,B1965,C2952
A9644,B8659,C4666
A9647,B1580,C2570
A9647,B6483,C3066
A9648,B243,C8493
A9648,B7929,C4046
A9649,B2993,C6755
A9649,B6957,C1856
A9649,B73,C2850
A9651,B9726,C1144
A9654,B1714,C3101
A9654,B1738,C2566
A9654,B2939,C8712
A9655,B6162,C9840
A9657,B1745,C1
A9657,B4859,C6899
A9658,B118,C641
A9658,B1353,C5690
A9659,B1736,C6631
A9660,B3064,C3182
A9660,B7289,C6545
A9660,B8668,C348
A9663,B1370,C5055
A9663,B5080,C6771
A9668,B9346,C8810
A967,B1935,C9165
A967,B3445,C6553
A9670,B8147,C390
A9670,B9230,C573
A9671,B7311,C2034
A9672,B4710,C871
A9674,B893,C8357
A9675,B2583,C8898
A9676,B6383,C7031
A9678,B1814,C3204
A9678,B6104,C2315
A9679,B2582,C8524
A968,B5712,C9526
A9681,B6990,C8163
A9682,B9338,C6564
A9683,B1047,C439
A9685,B428,C2152
A9685,B9052,C6007
A9686,B5811,C2200
A9688,B3703,C8348
A9688,B8427,C6956
A969,B5512,C1976
A969,B8756,C2793
A9693,B4960,C300
A9693,B8446,C1590
A9695,B180,C6306
A9696,B200,C7252
A9697,B3709,C7594
A9698,B4933,C2637
A9698,B5905,C2154
A9698,B7384,C1592
A9699,B3818,C9573
A9699,B5014,C7920
A9699,B98,C1651
A9700,B5558,C1773
A9700,B7357,C9356
A9701,B1115,C6186
A9703,B7160,C9506
A9703,B8816,C9948
A9704,B3228,C6079
A9704,B567,C8729
A9705,B5705,C8475
A9706,B2988,C4858
A9708,B1192,C7867
A9710,B4487,C7658
A9712,B5011,C706
A9714,B9975,C6653
A9715,B1608,C2143
A9715,B6872,C4788
A9716,B1834,C8032
A9717,B5526,C3620
A9717,B9099,C1262
A972,B2644,C3674
A972,B522,C4600
A9721,B8717,C541
A9722,B1140,C1209
A9722,B2363,C2893
A9722,B3246,C5371
A9722,B7030,C2804
A9722,B9189,C7291
A9723,B1878,C8413
A9725,B163,C619
A9725,B4108,C4172
A9725,B418,C8448
A9725,B42,C2241
A9726,B5052,C4480
A9728,B391,C7900
A9728,B6301,C6522
A9732,B4633,C8917
A9737,B305,C7886
A9737,B86,C3372
A9739,B2801,C7927
A974,B2230,C8253
A9740,B2358,C7278
A9740,B2931,C8220
A9740,B3539,C4162
A9740,B3947,C2211
A9740,B5967,C1694
A9742,B4970,C3750
A9743,B7743,C1125
A9745,B2216,C6480
A9745,B36,C9791
A9745,B6119,C271
A9746,B7711,C2643
A9747,B6970,C1540
A9748,B3458,C2938
A9748,B6940,C6348
A9749,B1623,C8108
A975,B6203,C3363
A975,B8453,C5662
A9750,B4127,C2246
A9751,B4235,C2141
A9752,B2903,C2625
A9752,B2942,C1023
A9752,B66,C191
A9754,B2098,C996
A9754,B3397,C211
A9754,B9818,C300
A9756,B6127,C5952
A9756,B9575,C2136
A9758,B7751,C4709
A9758,B789,C6817
A9759,B7081,C2200
A9761,B1324,C6625
A9761,B2882,C2724
A9762,B5580,C5265
A9763,B6801,C6013
A9765,B57,C9048
A9765,B9047,C2639
A9766,B9500,C4599
A977,B2970,C3844
A977,B6160,C4505
A9772,B6590,C1348
A9773,B3696,C9037
A9773,B5307,C5998
A9774,B3056,C9233
A9774,B656,C6386
A9775,B4073,C5192
A9775,B787,C6569
A9776,B2817,C9127
A9776,B9151,C3576
A9776,B9767,C1621
A9778,B3001,C7482
A9778,B4374,C1887
A9778,B9924,C9162
A9779,B1245,C6261
A9780,B6784,C5035
A9782,B2643,C9614
A9784,B3696,C7729
A9785,B2100,C7833
A9785,B2351,C5086
A9785,B2399,C848
A9785,B7296,C1661
A9785,B8317,C1002
A9786,B9438,C6588
A9786,B9469,C2369
A9787,B2304,C4299
A9787,B8483,C7653
A9788,B8755,C1402
A9797,B4387,C4938
A9797,B7213,C8070
A9798,B1885,C2606
A9798,B3620,C8161
A9799,B5191,C9569
A98,B6426,C6182
A98,B8208,C5519
A980,B4583,C1193
A980,B8150,C2934
A9800,B5308,C9457
A9801,B398,C7250
A9802,B5584,C4699
A9806,B4345,C7048
A9806,B9751,C1702
A9807,B4395,C6374
A9807,B7892,C2013
A9808,B659,C946
A9810,B7617,C5406
A9811,B1790,C3532
A9811,B3764,C6915
A9814,B9461,C3019
A9815,B2302,C7540
A9816,B3124,C7832
A9816,B5185,C3045
A9817,B7961,C4227
A9817,B8129,C9302
A9817,B9567,C1718
A9818,B7828,C7775
A9819,B1448,C4233
A9819,B3720,C7298
A9819,B5033,C4313
A982,B6640,C8110
A9820,B2659,C9569
A9821,B519,C7571
A9822,B9849,C4515
A9823,B3717,C2097
A9823,B8032,C6664
A9824,B6463,C8945
A9825,B1342,C3293
A9825,B32,C9463
A9825,B8308,C8381
A9826,B1787,C9187
A9827,B2375,C365
A9830,B1809,C8484
A9831,B9369,C3995
A9834,B1449,C3976
A9834,B3480,C8427
A9837,B2467,C975
A9839,B7489,C121
A984,B8365,C2570
A984,B920,C137
A9840,B3676,C9543
A9840,B6040,C7774
A9841,B6336,C8588
A9841,B8131,C2704
A9842,B8893,C4899
A9842,B9065,C6878
A9846,B4747,C1033
A9846,B8228,C1743
A9847,B9593,C5049
A9848,B3136,C5523
A9851,B6728,C6732
A9851,B8178,C3360
A9851,B9524,C2650
A9852,B8110,C4104
A9854,B1887,C9730
A9854,B5693,C1471
A9855,B9880,C4260
A9857,B2324,C6358
A9857,B7892,C1708
A9858,B6953,C6497
A9859,B7693,C3386
A986,B8560,C3478
A9860,B6575,C5849
A9862,B6160,C4143
A9863,B4828,C5194
A9864,B1516,C547
A9864,B9295,C8828
A9864,B9863,C9101
A9865,B4004,C392
A9866,B3730,C3921
A9867,B1965,C4345
A9867,B2024,C1871
A9868,B496,C9205
A9870,B5053,C6460
A9871,B8668,C43
A9871,B9470,C3711
A9872,B2594,C5723
A9873,B1152,C5680
A9874,B8617,C1706
A9876,B3510,C6433
A9876,B4350,C4999
A9876,B5318,C4729
A9878,B8624,C1698
A9879,B3958,C9443
A9879,B6222,C4934
A9879,B7968,C6794
A988,B2254,C5088
A988,B2520,C2577
A988,B6077,C2652
A9881,B5326,C4038
A9884,B2167,C8211
A9884,B7856,C6561
A9885,B6163,C1093
A9887,B1060,C4643
A9887,B7270,C3276
A9889,B613,C7339
A9889,B7483,C8343
A989,B3005,C1169
A989,B8808,C3487
A9891,B3991,C7202
A9893,B8696,C685
A9895,B2847,C8503
A9895,B3894,C8063
